episode,steps,reward,reward100,reward50,reward10,mean_s_q,mean_t_q,mean_td_error,mean_h_error,action_count0,mean_wg,median_wg,max_wg,min_wg
5552,1004625,-0.231,-13.2,-13.5,-12.7,-2.95761,-2.86701,-0.0076774,0.0701136,181,5.45251e-07,2.33842e-07,3.24471e-06,0.0
5556,1005349,-0.0016,-13.2,-13.6,-11.7,-2.79678,-2.70897,-0.012969,0.0470891,181,4.40141e-07,1.63896e-07,4.95353e-06,0.0
5560,1006073,-0.0023,-13.3,-14.1,-15.8,-3.47284,-3.36724,-0.0608219,0.0883494,181,4.09374e-07,2.04521e-07,2.77578e-06,0.0
5564,1006797,-0.590866666667,-13.0,-13.3,-9.1,-3.31218,-3.22512,-0.0815305,0.0899852,181,2.45378e-07,1.08716e-07,1.74977e-06,0.0
5568,1007521,-0.0115,-12.9,-12.1,-11.8,-3.3888,-3.26383,-0.0308681,0.0928608,181,1.94199e-07,9.08691e-08,1.15296e-06,0.0
5572,1008245,-0.1616,-13.1,-12.0,-12.7,-3.62008,-3.50825,-0.0694521,0.103706,181,4.83825e-07,2.0805e-07,3.71547e-06,0.0
5576,1008969,-0.0892,-13.1,-12.0,-11.7,-3.40127,-3.30699,-0.0596076,0.0744927,181,6.59154e-07,2.9639e-07,4.84985e-06,0.0
5580,1009693,-0.000766666666667,-12.6,-11.2,-8.3,-2.81549,-2.74995,-0.0495482,0.0599363,181,1.77062e-07,7.39471e-08,1.25354e-06,0.0
5584,1010417,-0.0685,-12.0,-10.2,-6.2,-2.62274,-2.5735,-0.0381518,0.0609375,181,1.67473e-07,6.57901e-08,1.28323e-06,0.0
5588,1011141,-0.008,-11.9,-10.0,-3.7,-2.98824,-2.93686,-0.0609823,0.0726748,181,6.69234e-07,2.53473e-07,5.57884e-06,0.0
5592,1011865,-0.0028,-11.8,-9.6,-6.3,-2.99813,-2.90907,-0.051805,0.0700434,181,8.43703e-08,3.61833e-08,6.27358e-07,0.0
5596,1012589,-0.0200333333333,-11.4,-9.3,-6.9,-2.75933,-2.69336,-0.0226473,0.0504872,181,2.43608e-07,1.02879e-07,3.08833e-06,0.0
5600,1013313,-0.0046,-10.9,-9.5,-8.5,-2.47042,-2.39352,-0.0545813,0.0681662,181,2.62386e-07,1.04763e-07,1.75907e-06,0.0
5604,1014037,-0.0009,-10.9,-8.3,-5.6,-2.49821,-2.43863,-0.0440747,0.0617588,181,3.79216e-07,1.50882e-07,2.38714e-06,0.0
5608,1014761,-0.0018,-10.9,-8.0,-7.8,-2.70555,-2.65152,-0.0204433,0.0509534,181,5.60404e-07,2.26067e-07,5.51322e-06,0.0
5612,1015485,-0.0055,-10.7,-8.1,-9.6,-2.80695,-2.72314,-0.0412221,0.0719953,181,3.93514e-07,1.75002e-07,2.63472e-06,0.0
5616,1016209,-0.0017,-10.4,-7.6,-8.6,-2.83131,-2.7489,-0.0731359,0.0750543,181,1.64556e-07,6.53902e-08,1.05497e-06,0.0
5620,1016933,-0.0047,-9.7,-7.6,-7.7,-3.04511,-2.9386,-0.0711036,0.0905956,181,2.85573e-07,1.19906e-07,2.87766e-06,0.0
5624,1017657,-0.0008,-9.6,-7.1,-7.5,-2.9729,-2.88699,-0.0658289,0.0865473,181,6.70905e-07,2.60409e-07,4.2737e-06,0.0
5628,1018381,-0.00896666666667,-9.6,-7.0,-8.8,-2.79464,-2.73226,-0.0441582,0.065847,181,7.70019e-07,2.66706e-07,8.53089e-06,0.0
5632,1019105,-0.0038,-9.0,-7.4,-7.8,-3.20424,-3.13582,-0.045499,0.065547,181,4.44176e-07,1.81537e-07,4.88876e-06,0.0
5636,1019829,-0.0091,-9.3,-8.6,-12.6,-3.11318,-3.00744,-0.0340362,0.0734303,181,3.38362e-07,1.5933e-07,2.76146e-06,0.0
5640,1020553,-0.590866666667,-9.7,-9.4,-14.8,-3.26017,-3.1376,-0.0628318,0.103936,181,5.29307e-07,2.38073e-07,3.55757e-06,0.0
5644,1021277,-0.0003,-9.4,-9.2,-13.5,-2.94837,-2.84067,-0.0313782,0.0684501,181,7.14195e-07,3.02883e-07,5.8099e-06,0.0
5648,1022001,-0.0135666666667,-9.6,-9.9,-12.9,-3.15484,-3.03793,-0.0571058,0.091244,181,2.8158e-07,8.72142e-08,3.83439e-06,0.0
5652,1022725,-0.273566666667,-9.2,-10.3,-12.2,-2.84414,-2.73601,-0.0537149,0.079939,181,4.88976e-07,2.13453e-07,3.13347e-06,0.0
5656,1023449,-0.0042,-9.1,-10.0,-9.3,-2.68969,-2.63053,-0.0388406,0.0524219,181,6.48524e-07,2.49862e-07,5.16879e-06,0.0
5660,1024173,-0.0015,-9.3,-10.4,-12.4,-3.04215,-2.94514,-0.033793,0.0610109,181,2.86675e-07,1.18349e-07,2.15827e-06,0.0
5664,1024897,-0.0016,-9.6,-10.8,-12.5,-2.50977,-2.43765,-0.0267053,0.0518554,181,3.04925e-07,1.25242e-07,1.87875e-06,0.0
5668,1025621,-0.248733333333,-9.3,-11.6,-12.2,-2.76833,-2.68158,-0.0293015,0.0558469,181,4.70245e-07,1.68873e-07,3.79088e-06,0.0
5672,1026345,-0.0002,-9.4,-11.6,-11.4,-3.05549,-2.92962,-0.0561186,0.0667365,181,5.99304e-07,2.43972e-07,4.48236e-06,0.0
5676,1027069,-0.0012,-9.3,-11.8,-13.1,-2.81613,-2.74614,-0.0366584,0.0565384,181,3.62684e-07,1.44505e-07,2.68573e-06,0.0
5680,1027793,-0.0001,-9.5,-11.8,-9.2,-2.75643,-2.64775,-0.0727863,0.0951984,181,3.62554e-07,1.17536e-07,2.36807e-06,0.0
5684,1028517,-0.0007,-9.6,-11.4,-8.6,-2.88888,-2.80383,-0.0541181,0.0607814,181,5.60064e-07,2.06466e-07,2.98962e-06,0.0
5688,1029241,-0.0009,-10.1,-11.4,-11.5,-3.0912,-2.97753,-0.067318,0.0770443,181,5.95512e-07,2.38473e-07,7.24123e-06,0.0
5692,1029965,-0.0004,-9.8,-10.6,-7.6,-2.59647,-2.50312,-0.07138,0.0795852,181,4.93506e-07,1.91649e-07,3.42008e-06,0.0
5696,1030689,-9.99999999999e-05,-10.0,-10.6,-8.6,-2.41601,-2.31656,-0.0602748,0.0674289,181,5.35308e-07,1.84959e-07,4.18223e-06,0.0
5700,1031413,-0.003,-10.0,-10.3,-8.2,-2.44991,-2.35679,-0.0545184,0.0706779,181,4.86196e-07,1.67544e-07,4.44227e-06,0.0
5704,1032137,-0.0076,-11.0,-11.9,-17.7,-3.22667,-3.06877,-0.0492313,0.0908155,181,5.78087e-07,2.26861e-07,4.33869e-06,0.0
5708,1032861,-0.0246666666667,-10.9,-11.3,-16.3,-3.15956,-3.02532,-0.0850664,0.0870331,181,2.71768e-07,1.13612e-07,2.11258e-06,0.0
5712,1033585,-0.0012,-11.0,-11.2,-13.8,-2.76214,-2.66654,-0.049755,0.0717968,181,7.57424e-08,3.17451e-08,4.42491e-07,0.0
5716,1034309,-0.0033,-11.2,-11.6,-10.9,-3.01695,-2.93702,-0.0558255,0.0826714,181,6.96552e-07,2.97189e-07,5.80342e-06,0.0
5720,1035033,-0.112366666667,-10.9,-10.5,-6.7,-3.44332,-3.38093,-0.0436966,0.0752535,181,6.51963e-07,2.92849e-07,4.35349e-06,0.0
5724,1035757,-0.2924,-11.3,-10.9,-10.4,-3.04825,-2.95175,-0.0395568,0.0902199,181,1.14238e-07,4.35202e-08,6.53111e-07,0.0
5728,1036481,-0.0035,-11.3,-11.0,-9.9,-2.94211,-2.85326,-0.0428599,0.0578528,181,4.41651e-07,1.59796e-07,5.37892e-06,0.0
5732,1037205,-0.0009,-11.9,-11.8,-16.0,-3.61564,-3.48613,-0.0425606,0.116275,181,6.28974e-07,2.87436e-07,3.45947e-06,0.0
5736,1037929,-0.001,-11.3,-11.6,-12.2,-3.06744,-2.97124,-0.0438952,0.0695019,181,2.7385e-07,1.19133e-07,2.23824e-06,0.0
5740,1038653,-0.0127,-11.3,-12.0,-13.4,-2.68476,-2.58861,-0.036333,0.0614887,181,5.99242e-07,2.36294e-07,3.93457e-06,0.0
5744,1039377,-0.0012,-11.3,-12.3,-11.1,-2.84832,-2.77139,-0.023284,0.0426454,181,4.73097e-07,1.67563e-07,5.01066e-06,0.0
5748,1040101,-0.0119666666667,-11.1,-12.1,-11.1,-2.95133,-2.8942,-0.0403732,0.0732997,181,2.88435e-07,1.04906e-07,2.54533e-06,0.0
5752,1040825,-0.0015,-11.1,-11.3,-7.8,-3.16331,-3.04049,-0.0798196,0.0993056,181,2.30434e-07,9.53074e-08,1.80414e-06,0.0
5756,1041549,-0.0564,-11.4,-11.0,-11.5,-2.94701,-2.84931,-0.0523521,0.0809356,181,2.6142e-07,9.64957e-08,1.62196e-06,0.0
5760,1042273,-0.0541333333333,-11.0,-10.2,-9.3,-2.81437,-2.72581,-0.0612293,0.0734809,181,1.51278e-07,5.47854e-08,1.12815e-06,0.0
5764,1042997,-0.0643666666667,-10.9,-10.7,-9.2,-3.03521,-2.92271,-0.073536,0.100822,181,2.87412e-07,1.05002e-07,1.77608e-06,0.0
5768,1043721,-0.213166666667,-10.5,-10.2,-7.0,-2.78373,-2.70548,-0.0607012,0.0776906,181,1.99243e-07,8.1492e-08,1.42362e-06,0.0
5772,1044445,-0.0192333333333,-10.4,-10.4,-8.5,-3.27221,-3.19691,-0.0611868,0.0851491,181,2.44455e-07,9.946e-08,1.7137e-06,0.0
5776,1045169,-0.0197666666667,-10.2,-9.4,-6.2,-2.83042,-2.77224,-0.0489864,0.0668591,181,1.3214e-07,5.25121e-08,8.70994e-07,0.0
5780,1045893,-0.0002,-10.3,-9.4,-7.2,-2.62098,-2.53498,-0.0536863,0.0719298,181,1.82924e-07,8.02192e-08,1.02799e-06,0.0
5784,1046617,-0.0154666666667,-10.3,-8.7,-7.7,-2.443,-2.40778,-0.00932239,0.0368668,181,4.11104e-07,1.69345e-07,2.57582e-06,0.0
5788,1047341,-0.0652333333333,-10.2,-9.2,-9.5,-3.18198,-3.08638,-0.037328,0.0788169,181,2.05259e-07,8.54894e-08,1.09782e-06,0.0
5792,1048065,-0.207233333333,-11.1,-9.8,-17.9,-3.57035,-3.4126,-0.0535794,0.108118,181,8.80189e-07,3.58043e-07,7.09863e-06,0.0
5796,1048789,-0.0377,-11.0,-10.2,-14.5,-3.56558,-3.4572,-0.0396541,0.0668927,181,7.14449e-07,3.01736e-07,4.58978e-06,0.0
5800,1049513,-0.0035,-11.4,-10.5,-16.3,-3.19907,-3.09958,-0.0567337,0.0702168,181,5.90975e-07,2.25238e-07,3.84868e-06,0.0
5804,1050237,-0.263,-10.7,-10.8,-13.3,-3.09192,-2.98625,-0.0396423,0.0729182,181,5.82938e-07,1.97217e-07,6.12862e-06,0.0
5808,1050961,-0.0001,-10.7,-10.6,-10.4,-2.7956,-2.72285,-0.0316111,0.0452539,181,2.25084e-07,8.90482e-08,2.65138e-06,0.0
5812,1051685,-0.0322333333333,-10.3,-10.4,-7.7,-2.71949,-2.64874,-0.0761994,0.0770946,181,1.53089e-07,5.68956e-08,1.00829e-06,0.0
5816,1052409,-0.0530333333333,-10.3,-10.4,-5.5,-3.16504,-3.0992,-0.0461057,0.0680045,181,2.46188e-07,8.18747e-08,1.90282e-06,0.0
5820,1053133,-0.0044,-10.4,-10.4,-7.5,-3.20138,-3.11521,-0.0576292,0.0722966,181,7.5824e-07,2.49769e-07,5.004e-06,0.0
5824,1053857,-0.0001,-10.0,-10.2,-6.6,-2.75212,-2.69854,-0.0487727,0.0656225,181,6.71284e-07,2.24803e-07,5.43003e-06,0.0
5828,1054581,-0.0011,-10.4,-10.9,-9.8,-3.34426,-3.21566,-0.056844,0.0991345,181,2.15053e-07,7.9772e-08,1.36201e-06,0.0
5832,1055305,-0.0013,-10.0,-11.7,-13.6,-3.04066,-2.91128,-0.059601,0.0811704,181,4.08094e-07,1.62504e-07,2.19192e-06,0.0
5836,1056029,-0.0150333333333,-10.4,-11.5,-15.1,-3.08819,-2.96382,-0.0677783,0.0883077,181,3.61129e-07,1.50112e-07,3.34744e-06,0.0
5840,1056753,-0.0201333333333,-10.7,-12.2,-17.3,-3.55094,-3.44672,-0.0262477,0.0506888,181,2.49207e-07,8.53347e-08,1.97962e-06,0.0
5844,1057477,-0.002,-10.7,-11.4,-14.9,-3.04658,-2.9219,-0.0901758,0.116028,181,1.40888e-07,5.29904e-08,1.14709e-06,0.0
5848,1058201,-0.0019,-10.8,-11.1,-9.2,-3.08618,-2.95428,-0.0754884,0.0943367,181,5.32682e-07,1.90526e-07,3.88942e-06,0.0
5852,1058925,-0.0023,-11.0,-11.4,-13.1,-3.58673,-3.47103,-0.048623,0.108898,181,6.39261e-07,2.80184e-07,5.15175e-06,0.0
5856,1059649,-0.247933333333,-11.1,-11.5,-14.7,-3.44918,-3.34253,-0.000669152,0.0820352,181,4.10735e-07,1.76028e-07,3.0245e-06,0.0
5860,1060373,-0.0046,-11.4,-12.5,-17.3,-3.23194,-3.10287,-0.0430024,0.0839848,181,5.96732e-07,2.26776e-07,5.12422e-06,0.0
5864,1061097,-0.0033,-11.6,-13.2,-17.3,-3.26913,-3.15287,-0.0555287,0.0826006,181,2.78751e-07,1.02034e-07,2.5284e-06,0.0
5868,1061821,-0.387966666667,-12.2,-13.7,-14.8,-3.20121,-3.06522,-0.0573548,0.110706,181,3.85338e-07,1.73697e-07,2.3023e-06,0.0
5872,1062545,-0.001,-12.0,-13.8,-10.6,-3.14274,-3.03154,-0.0761145,0.0940238,181,2.86513e-07,1.17117e-07,3.84509e-06,0.0
5876,1063269,-0.0005,-12.2,-13.6,-10.4,-2.68364,-2.61663,-0.0449186,0.0547922,181,2.72057e-07,1.07125e-07,1.93561e-06,0.0
5880,1063993,-0.0011,-12.3,-13.4,-9.5,-2.87548,-2.74696,-0.0793355,0.10399,181,2.31685e-07,9.19353e-08,1.46428e-06,0.0
5884,1064717,-0.0005,-12.1,-12.3,-7.5,-3.31302,-3.24569,-0.0571183,0.0777584,181,7.46428e-07,3.38613e-07,5.26607e-06,0.0
5888,1065441,-0.0002,-12.1,-11.3,-9.0,-3.36612,-3.23734,-0.0950524,0.101472,181,3.35284e-07,1.43483e-07,1.79604e-06,0.0
5892,1066165,-0.0248,-11.5,-12.0,-10.3,-3.37583,-3.26013,-0.0735987,0.0907757,181,4.63746e-07,2.04044e-07,3.5445e-06,0.0
5896,1066889,-0.0004,-12.2,-12.9,-15.6,-3.41392,-3.25893,-0.0411406,0.0858806,181,2.61327e-07,1.22347e-07,1.79265e-06,0.0
5900,1067613,-0.0098,-11.8,-12.9,-16.1,-3.40047,-3.3031,-0.0306688,0.0581441,181,4.39379e-07,1.92438e-07,3.27909e-06,0.0
5904,1068337,-0.195166666667,-12.0,-13.3,-17.3,-3.33827,-3.19951,-0.0553039,0.101477,181,5.42906e-07,2.08776e-07,6.87841e-06,0.0
5908,1069061,-0.0011,-12.9,-13.7,-20.5,-3.4852,-3.3133,-0.0514864,0.0891545,181,4.76575e-07,1.91749e-07,5.34615e-06,0.0
5912,1069785,-0.006,-13.3,-13.5,-20.1,-3.57924,-3.48911,-0.0419304,0.0581274,181,2.79601e-07,1.23922e-07,2.16477e-06,0.0
5916,1070509,-0.0017,-13.4,-13.7,-12.0,-3.13491,-3.02425,-0.0673522,0.0881833,181,2.68671e-07,1.15722e-07,1.93518e-06,0.0
5920,1071233,-0.0025,-13.5,-13.3,-10.4,-3.30292,-3.17378,-0.0779077,0.0898638,181,4.16775e-07,1.67646e-07,3.27186e-06,0.0
5924,1071957,-0.0456,-13.8,-13.5,-11.8,-3.21745,-3.09079,-0.081278,0.110666,181,1.89698e-07,8.18737e-08,1.20564e-06,0.0
5928,1072681,-0.0025,-13.6,-13.9,-11.2,-3.24848,-3.11533,-0.0455805,0.0748732,181,6.55062e-07,2.57976e-07,7.59039e-06,0.0
5932,1073405,-0.0049,-13.5,-14.1,-13.2,-3.17594,-3.05665,-0.0808866,0.0903791,181,2.317e-07,9.21534e-08,1.796e-06,0.0
5936,1074129,-0.0177666666667,-13.2,-13.9,-10.2,-2.99929,-2.88754,-0.0892429,0.10684,181,2.69192e-07,1.01413e-07,3.65358e-06,0.0
5940,1074853,-0.0488333333333,-13.0,-14.4,-10.6,-3.23133,-3.15924,-0.0275165,0.0546628,181,4.24728e-07,1.65969e-07,3.73088e-06,0.0
5944,1075577,-0.0003,-12.7,-13.5,-9.7,-2.84834,-2.75747,-0.0661362,0.06871,181,3.01096e-07,1.19513e-07,2.47031e-06,0.0
5948,1076301,-0.304133333333,-12.7,-12.7,-9.3,-2.90187,-2.81044,-0.0663463,0.0986067,181,3.77932e-07,1.51263e-07,2.48962e-06,0.0
5952,1077025,-0.0016,-12.7,-12.5,-10.3,-3.19772,-3.08363,-0.0327449,0.0985032,181,3.89672e-07,1.52901e-07,3.44475e-06,0.0
5956,1077749,-0.2765,-12.3,-10.5,-10.6,-3.17086,-3.06189,-0.0735206,0.101236,181,2.02147e-07,9.3152e-08,1.24541e-06,0.0
5960,1078473,-0.0453,-12.4,-10.9,-14.4,-3.51921,-3.40122,-0.0525804,0.0892876,181,7.44131e-07,2.8812e-07,6.10765e-06,0.0
5964,1079197,-0.00956666666667,-12.3,-11.3,-13.8,-3.64578,-3.51445,-0.0772315,0.117425,181,2.02771e-07,8.70265e-08,1.34656e-06,0.0
5968,1079921,-0.0512666666667,-12.0,-10.7,-11.1,-3.26906,-3.15971,-0.0958708,0.124253,181,3.58732e-07,1.52693e-07,2.0712e-06,0.0
5972,1080645,-0.0009,-12.3,-11.4,-9.7,-3.21741,-3.12531,-0.0261986,0.0758182,181,3.73621e-07,1.44809e-07,2.27268e-06,0.0
5976,1081369,-0.0008,-12.1,-10.4,-9.0,-2.93045,-2.84278,-0.0549042,0.0650017,181,2.39393e-07,9.07614e-08,1.52656e-06,0.0
5980,1082093,-0.0035,-11.8,-9.8,-8.0,-2.8263,-2.7464,-0.0738506,0.0949347,181,2.07047e-07,7.6858e-08,2.9595e-06,0.0
5984,1082817,-0.0115,-12.2,-10.3,-8.4,-3.38214,-3.25099,-0.0654109,0.100667,181,3.87172e-07,1.63719e-07,3.23504e-06,0.0
5988,1083541,-0.0218333333333,-12.1,-10.2,-9.8,-3.25819,-3.171,-0.0414071,0.0695658,181,1.47019e-07,5.81271e-08,1.02959e-06,0.0
5992,1084265,-0.0008,-12.3,-10.8,-14.4,-3.37386,-3.24688,-0.069111,0.0802684,181,5.91746e-07,2.13265e-07,4.71361e-06,0.0
5996,1084989,-0.173466666667,-11.7,-11.0,-12.5,-3.66429,-3.57548,-0.0667019,0.107464,181,7.1382e-08,3.00154e-08,3.65746e-07,0.0
6000,1085713,-0.143633333333,-11.7,-10.9,-8.8,-3.12997,-2.97834,-0.121031,0.135207,181,5.93461e-08,2.4203e-08,3.69385e-07,0.0
6004,1086437,-0.0034,-11.2,-10.3,-8.5,-3.06129,-3.00308,-0.0493454,0.0619377,181,4.09423e-07,1.56834e-07,3.26689e-06,0.0
6008,1087161,-0.2111,-10.4,-9.9,-8.0,-2.92291,-2.82689,-0.0782914,0.0870265,181,3.07373e-07,1.12086e-07,2.00787e-06,0.0
6012,1087885,-0.0007,-10.5,-9.7,-10.7,-3.29657,-3.18135,-0.0581445,0.0817671,181,2.46913e-07,1.02615e-07,2.49235e-06,0.0
6016,1088609,-0.0058,-10.4,-10.1,-12.2,-3.56088,-3.41901,-0.088856,0.104705,181,2.74462e-07,1.18192e-07,2.14907e-06,0.0
6020,1089333,-0.0583,-10.1,-9.6,-9.1,-2.82109,-2.73865,-0.0795992,0.0887702,181,5.6223e-07,2.16092e-07,6.42488e-06,0.0
6024,1090057,-0.376533333333,-10.1,-9.5,-6.5,-3.25064,-3.17528,-0.0515447,0.0856799,181,3.23383e-07,1.3369e-07,1.81154e-06,0.0
6028,1090781,-0.00146666666667,-10.0,-9.8,-9.2,-3.32393,-3.21544,-0.0455342,0.0684694,181,1.63915e-07,6.78346e-08,1.35816e-06,0.0
6032,1091505,-0.0,-9.9,-10.0,-10.6,-3.24661,-3.09915,-0.112374,0.115215,181,2.23034e-07,8.58812e-08,1.34815e-06,0.0
6036,1092229,-0.00446666666667,-10.1,-9.9,-11.5,-3.53141,-3.43062,-0.0552433,0.0697425,181,2.78402e-07,1.31346e-07,1.86346e-06,0.0
6040,1092953,-0.0002,-9.8,-9.2,-9.1,-3.3496,-3.24907,-0.0790989,0.0955749,181,5.03482e-07,1.9327e-07,3.67755e-06,0.0
6044,1093677,-0.0002,-10.2,-9.7,-10.8,-3.46801,-3.32176,-0.084764,0.109551,181,5.87903e-07,2.63859e-07,6.01154e-06,0.0
6048,1094401,-0.0062,-10.4,-10.2,-13.8,-3.36012,-3.20981,-0.0767237,0.105625,181,2.70095e-07,1.0818e-07,2.05243e-06,0.0
6052,1095104,-0.0005,-10.3,-10.3,-13.2,-2.69644,-2.57462,-0.067754,0.0981688,160,1.93776e-07,7.24547e-08,1.49899e-06,0.0
6056,1095828,-0.2829,-10.6,-11.0,-13.6,-3.51185,-3.34517,-0.100852,0.128275,181,3.28042e-07,1.3447e-07,2.33432e-06,0.0
6060,1096552,-0.0044,-10.0,-10.4,-11.2,-3.69163,-3.55845,-0.102448,0.109969,181,2.36332e-07,9.28016e-08,1.97999e-06,0.0
6064,1097276,-0.0125,-10.0,-9.9,-10.6,-3.68322,-3.5783,-0.0806754,0.100776,181,4.09866e-07,1.52556e-07,3.54447e-06,0.0
6068,1098000,-0.0036,-10.4,-11.0,-11.7,-3.49177,-3.34007,-0.0898424,0.108522,181,5.90243e-07,2.50932e-07,4.39618e-06,0.0
6072,1098724,-0.0043,-10.5,-12.0,-17.4,-3.57886,-3.44554,-0.0497245,0.0743093,181,1.00204e-07,4.21278e-08,6.95771e-07,0.0
6076,1099448,-0.007,-10.6,-11.6,-12.3,-3.25455,-3.16058,-0.0752518,0.0813039,181,4.83631e-07,1.95611e-07,3.63061e-06,0.0
6080,1100172,-0.000766666666667,-11.1,-12.0,-11.6,-3.2217,-3.13293,-0.0274449,0.0626617,181,2.82748e-07,1.01047e-07,2.80741e-06,0.0
6084,1100896,-0.0113,-10.8,-11.8,-10.4,-2.93664,-2.82366,-0.0841198,0.0896294,181,2.3084e-07,8.35178e-08,1.43452e-06,0.0
6088,1101620,-0.0075,-11.1,-12.4,-11.9,-3.43092,-3.29946,-0.0894968,0.104844,181,4.36046e-07,1.59678e-07,3.40107e-06,0.0
6092,1102344,-0.0029,-10.8,-12.4,-11.9,-3.31995,-3.18558,-0.0931529,0.10214,181,1.31117e-07,5.82026e-08,8.36091e-07,0.0
6096,1103068,-0.0006,-10.6,-11.5,-7.8,-3.14867,-3.07083,-0.0816948,0.0989934,181,1.82785e-07,7.07037e-08,2.91883e-06,0.0
6100,1103792,-0.0053,-10.6,-11.3,-5.6,-3.0751,-2.99412,-0.0751733,0.0953692,181,2.53881e-07,1.09998e-07,1.74998e-06,0.0
6104,1104516,-0.00386666666667,-10.6,-10.9,-6.3,-2.97839,-2.90913,-0.0527922,0.081239,181,4.75092e-07,2.0034e-07,3.1698e-06,0.0
6108,1105240,-0.295466666667,-10.7,-10.6,-7.9,-3.31637,-3.19269,-0.0887171,0.106624,181,3.15322e-07,1.10212e-07,1.62239e-06,0.0
6112,1105964,-0.599066666667,-10.4,-11.0,-8.9,-3.43808,-3.361,-0.0430221,0.0690422,181,8.09018e-07,3.45175e-07,6.01623e-06,0.0
6116,1106688,-0.0474333333333,-10.4,-10.4,-11.0,-3.44869,-3.38334,-0.0281718,0.0745569,181,6.84308e-07,2.7e-07,9.5336e-06,0.0
6120,1107412,-0.0009,-10.5,-9.1,-7.2,-3.54877,-3.45136,-0.0727108,0.104539,181,5.06165e-07,2.31583e-07,2.8618e-06,0.0
6124,1108136,-0.0130666666667,-10.3,-8.9,-7.9,-3.1413,-3.05451,-0.0772047,0.0877463,181,5.96536e-07,2.24138e-07,5.40798e-06,0.0
6128,1108860,-0.105633333333,-10.3,-8.7,-7.5,-3.37776,-3.26557,-0.0755293,0.129533,181,8.95017e-08,3.30023e-08,5.46313e-07,0.0
6132,1109584,-0.248533333333,-10.9,-9.6,-14.8,-3.50656,-3.35882,-0.0582207,0.0901925,181,2.78065e-07,1.01194e-07,6.59459e-06,0.0
6136,1110308,-0.0307,-10.7,-9.1,-14.3,-3.13579,-3.02032,-0.0664889,0.0777752,181,5.0683e-07,2.20929e-07,2.74862e-06,0.0
6140,1111032,-0.0539,-10.6,-8.7,-10.4,-3.17809,-3.01853,-0.147749,0.147377,181,1.10945e-07,4.1954e-08,6.46756e-07,0.0
6144,1111756,-0.0096,-10.4,-8.8,-7.6,-3.0023,-2.87372,-0.113104,0.118599,181,1.8883e-07,6.65373e-08,1.59806e-06,0.0
6148,1112480,-0.5871,-10.5,-9.8,-12.1,-3.56973,-3.45894,-0.0278895,0.0672984,181,1.9166e-07,7.63914e-08,1.31888e-06,0.0
6152,1113204,-0.0033,-10.5,-10.2,-12.7,-3.46235,-3.25758,-0.119716,0.14711,181,2.52704e-07,1.1148e-07,1.79477e-06,0.0
6156,1113928,-0.0265,-10.4,-10.7,-14.7,-2.99234,-2.87175,-0.0850165,0.0826998,181,2.90889e-07,1.03251e-07,1.95883e-06,0.0
6160,1114652,-0.0416,-10.8,-10.7,-11.9,-3.20879,-3.10671,-0.0365394,0.0766443,181,2.43602e-07,9.45427e-08,3.03166e-06,0.0
6164,1115376,-0.0007,-10.5,-10.6,-8.6,-2.95141,-2.84154,-0.0916264,0.0932626,181,2.23806e-07,8.70214e-08,1.90074e-06,0.0
6168,1116100,-0.0565666666667,-10.7,-11.5,-12.9,-3.40924,-3.29095,-0.0448924,0.0828405,181,4.63125e-07,1.89759e-07,3.64187e-06,0.0
6172,1116824,-0.218166666667,-10.4,-11.9,-12.8,-3.62059,-3.48193,-0.0896363,0.122785,181,2.41874e-07,1.02661e-07,2.27317e-06,0.0
6176,1117548,-0.0069,-10.7,-12.2,-12.9,-3.14589,-3.05747,-0.0366341,0.0631668,181,9.84718e-07,3.42864e-07,1.09832e-05,0.0
6180,1118272,-0.0011,-10.3,-11.7,-11.9,-2.82831,-2.74932,-0.0424665,0.0590993,181,3.00132e-07,1.36315e-07,1.77237e-06,0.0
6184,1118996,-0.1925,-10.3,-11.0,-8.0,-2.68235,-2.59731,-0.0765982,0.0901004,181,4.93732e-07,1.68734e-07,3.58791e-06,0.0
6188,1119720,-0.0332333333333,-10.4,-11.8,-9.5,-3.20645,-3.0851,-0.0642007,0.0797431,181,1.99424e-07,8.17235e-08,1.32091e-06,0.0
6192,1120444,-0.033,-10.2,-11.7,-11.5,-3.13507,-3.02406,-0.082523,0.0880559,181,1.09621e-07,4.56563e-08,1.05721e-06,0.0
6196,1121168,-0.0007,-10.3,-11.6,-7.5,-2.51562,-2.43667,-0.074705,0.0874785,181,4.21143e-07,1.79525e-07,3.33016e-06,0.0
6200,1121892,-0.0616333333333,-10.7,-11.2,-9.9,-3.33764,-3.18489,-0.0949374,0.113162,181,1.54098e-07,7.03649e-08,1.12934e-06,0.0
6204,1122616,-0.0015,-10.6,-10.6,-9.9,-3.69101,-3.59148,-0.0936564,0.109497,181,7.59203e-07,3.02785e-07,6.46495e-06,0.0
6208,1123340,-0.0001,-10.5,-10.5,-7.6,-3.60181,-3.53085,-0.0536872,0.0672101,181,5.74089e-07,2.46394e-07,4.55956e-06,0.0
6212,1124064,-0.00516666666667,-10.9,-11.2,-11.9,-3.35374,-3.20834,-0.0853688,0.107407,181,2.61362e-07,1.17929e-07,1.92406e-06,0.0
6216,1124788,-0.0011,-10.8,-10.7,-11.2,-3.15818,-3.06726,-0.0687125,0.0907031,181,2.58434e-07,1.01351e-07,1.8612e-06,0.0
