episode,steps,reward,reward100,reward50,reward10,mean_s_q,mean_t_q,mean_td_error,mean_h_error,action_count0,mean_wg,median_wg,max_wg,min_wg
676,122153,-0.0028,-11.9,-13.9,-12.5,-2.3223,-2.23138,-0.0101754,0.0264482,181,8.08924e-06,1.25329e-06,0.000139712,0.0
680,122877,-0.0463,-11.7,-12.4,-12.2,-1.9731,-1.95296,-0.0114095,0.0264508,181,4.13251e-06,7.07689e-07,5.65116e-05,0.0
684,123601,-0.0095,-11.6,-11.5,-5.8,-2.07451,-2.04481,-0.00970142,0.0284744,181,6.03617e-06,9.80408e-07,9.32838e-05,0.0
688,124325,-0.0002,-11.7,-11.6,-9.1,-2.51199,-2.4341,-0.0131831,0.0412637,181,9.69636e-06,1.68652e-06,0.000124082,0.0
692,125049,-0.0114333333333,-11.9,-11.1,-11.2,-2.40734,-2.32486,-0.0149537,0.0307585,181,6.53786e-06,1.22781e-06,9.93156e-05,0.0
696,125773,-0.173466666667,-12.0,-10.7,-13.9,-2.0801,-2.01538,-0.00286702,0.0239328,181,6.03958e-06,9.08921e-07,0.000152581,0.0
700,126497,-0.0839333333333,-12.2,-10.4,-15.2,-2.08653,-2.00776,-0.00417634,0.0254869,181,7.69711e-06,1.40344e-06,9.58718e-05,0.0
704,127221,-0.00956666666667,-12.0,-10.2,-10.7,-2.00725,-1.94505,-0.0263761,0.0327609,181,4.67713e-06,7.92439e-07,6.55891e-05,0.0
708,127945,-0.135533333333,-11.9,-10.4,-7.7,-1.97822,-1.95261,-0.00297322,0.0334634,181,6.33326e-06,1.16382e-06,6.76331e-05,0.0
712,128669,-0.0729,-11.3,-9.7,-5.0,-1.91117,-1.89023,-0.00667771,0.0149413,181,4.75604e-06,8.23e-07,6.84267e-05,0.0
716,129393,-0.0003,-11.4,-9.5,-7.2,-2.03729,-1.98002,-0.0236957,0.0271848,181,5.50706e-06,9.13892e-07,7.43706e-05,0.0
720,130117,-0.0005,-11.3,-9.9,-8.4,-2.03505,-1.98558,-0.0151133,0.031629,181,4.27631e-06,7.69198e-07,4.23802e-05,0.0
724,130841,-0.0009,-11.4,-9.2,-10.0,-2.20463,-2.1265,-0.0111374,0.0365258,181,1.23409e-05,2.09876e-06,0.000171732,0.0
728,131565,-0.0018,-11.3,-9.4,-10.3,-2.04197,-1.98498,-0.015211,0.0238716,181,5.9442e-06,1.2027e-06,7.37794e-05,0.0
732,132289,-0.1125,-10.4,-9.2,-9.2,-1.74312,-1.71837,-0.00745136,0.0155982,181,4.26981e-06,7.34523e-07,4.47943e-05,0.0
736,133013,-0.0021,-10.5,-9.9,-9.9,-2.00614,-1.94987,0.00631887,0.0218127,181,4.28945e-06,8.95823e-07,4.59566e-05,0.0
740,133737,-0.0013,-10.5,-9.9,-11.9,-2.25401,-2.15874,-0.0110732,0.0285422,181,2.77855e-06,4.8673e-07,4.30123e-05,0.0
744,134461,-0.00373333333333,-10.5,-9.8,-14.6,-2.26554,-2.19653,-0.00863923,0.0234733,181,5.2873e-06,8.82834e-07,0.000105466,0.0
748,135185,-0.0039,-9.9,-9.1,-11.4,-2.01707,-1.97266,-0.0189745,0.0285771,181,7.16352e-06,1.41166e-06,7.81011e-05,0.0
752,135909,-0.0029,-9.5,-8.8,-6.9,-1.98779,-1.95966,-0.00896106,0.0209794,181,1.7063e-06,3.70765e-07,2.08834e-05,0.0
756,136633,-0.0016,-9.6,-9.1,-7.6,-1.99608,-1.96268,-0.0116616,0.028098,181,4.93801e-06,1.01481e-06,6.13804e-05,0.0
760,137357,-0.0013,-9.8,-9.5,-7.9,-2.06681,-2.0087,-0.0150562,0.0284754,181,4.44725e-06,7.8105e-07,5.3686e-05,0.0
764,138081,-0.0203,-9.6,-9.6,-10.8,-2.0064,-1.95278,-0.0104386,0.0206044,181,5.07469e-06,9.05546e-07,5.81859e-05,0.0
768,138805,-0.1141,-9.7,-9.7,-9.5,-1.94225,-1.91754,-0.00913117,0.0232764,181,2.56957e-06,4.25524e-07,3.3358e-05,0.0
772,139529,-0.0006,-9.8,-10.1,-8.9,-1.97195,-1.90504,-0.0114668,0.0254628,181,4.26946e-06,7.22681e-07,5.33795e-05,0.0
776,140253,-0.6204,-9.3,-9.6,-9.6,-1.78694,-1.73908,-0.017378,0.0240495,181,3.51075e-06,7.0338e-07,3.70059e-05,0.0
780,140977,-0.0268,-9.9,-10.6,-14.0,-2.02812,-1.93139,-0.0165703,0.037729,181,4.64662e-06,9.06661e-07,5.77195e-05,0.0
784,141701,-0.102666666667,-10.1,-11.0,-13.4,-2.18124,-2.10182,-0.00966836,0.0289559,181,4.14383e-06,7.32109e-07,6.44436e-05,0.0
788,142425,-0.0018,-10.2,-11.0,-15.2,-2.20914,-2.13469,-0.00401247,0.0183448,181,3.13877e-06,5.93203e-07,4.31594e-05,0.0
792,143149,-0.0006,-10.0,-10.0,-12.5,-1.85492,-1.83493,0.000195396,0.0166,181,5.56034e-06,8.80951e-07,7.15465e-05,0.0
796,143873,-0.0227,-9.7,-10.2,-6.7,-1.68678,-1.66582,-0.00485117,0.0174066,181,4.09105e-06,7.01308e-07,5.46439e-05,0.0
800,144597,-0.0538,-10.0,-11.1,-11.8,-2.36646,-2.26988,-0.0182436,0.0307027,181,4.90547e-06,8.7841e-07,6.4318e-05,0.0
804,145321,-0.0005,-10.2,-11.5,-13.5,-2.10246,-2.03469,-0.0184855,0.0385602,181,5.47857e-06,1.06417e-06,6.67187e-05,0.0
808,146045,-0.2633,-10.5,-11.9,-10.5,-2.11017,-2.02299,-0.021862,0.0301475,181,6.10165e-06,1.17808e-06,8.89505e-05,0.0
812,146769,-0.299566666667,-10.9,-11.8,-14.4,-2.12761,-2.07263,-0.0071733,0.0298807,181,2.58778e-06,4.88246e-07,2.99405e-05,0.0
816,147493,-0.0018,-10.8,-11.9,-9.2,-2.37422,-2.29959,-0.0296885,0.0416892,181,3.09664e-06,6.72127e-07,3.64181e-05,0.0
820,148217,-0.0004,-10.6,-11.6,-8.7,-2.17257,-2.1505,-0.0122023,0.0386929,181,8.01139e-06,1.64409e-06,0.000105331,0.0
824,148941,-0.0007,-10.5,-11.4,-7.0,-2.2868,-2.23247,-0.0222179,0.0422356,181,7.53307e-06,1.5855e-06,0.000112155,0.0
828,149665,-0.0458666666667,-10.7,-11.6,-10.4,-2.30915,-2.24256,-0.0208026,0.0380423,181,7.31432e-06,1.48282e-06,9.08067e-05,0.0
832,150389,-0.0013,-11.1,-11.7,-11.9,-2.50859,-2.43008,-0.0175014,0.0406396,181,3.7826e-06,8.19653e-07,3.5713e-05,0.0
836,151113,-0.0027,-10.7,-10.4,-9.6,-2.2006,-2.15093,-0.0189847,0.0389471,181,3.55497e-06,7.93777e-07,5.19599e-05,0.0
840,151837,-0.0570666666667,-10.3,-10.0,-6.2,-1.92827,-1.91405,-0.0156199,0.0285316,181,4.66531e-06,8.74801e-07,6.08915e-05,0.0
844,152561,-0.0480666666667,-10.2,-10.4,-6.1,-2.14127,-2.10406,-0.0137537,0.0240554,181,4.71243e-06,9.40375e-07,4.67581e-05,0.0
848,153285,-0.0005,-10.4,-9.5,-9.2,-1.95246,-1.89676,-0.00834409,0.0200244,181,4.21168e-06,9.36699e-07,5.01758e-05,0.0
852,154009,-0.0665,-10.4,-9.7,-9.3,-1.77321,-1.74699,-0.00336865,0.0224762,181,3.2836e-06,6.35592e-07,3.25089e-05,0.0
856,154733,-0.0009,-10.3,-8.5,-5.5,-1.88344,-1.8557,-0.00911802,0.0194711,181,4.56875e-06,9.66694e-07,4.23511e-05,0.0
860,155457,-0.0027,-10.6,-9.5,-10.9,-2.58463,-2.48813,-0.0308325,0.0456455,181,5.73485e-06,1.0972e-06,8.5998e-05,0.0
864,156181,-0.1223,-10.3,-8.7,-9.8,-2.24043,-2.20249,-0.0169649,0.0344951,181,5.81348e-06,1.25538e-06,7.17606e-05,0.0
868,156905,-0.0011,-10.5,-9.2,-8.2,-2.11582,-2.05132,-0.0165463,0.0299334,181,3.30907e-06,7.09973e-07,4.27846e-05,0.0
872,157629,-0.0201666666667,-10.1,-8.7,-6.9,-2.08591,-2.05338,-0.00807284,0.026538,181,5.89504e-06,1.08703e-06,7.44323e-05,0.0
876,158353,-0.425366666667,-10.5,-9.2,-12.3,-2.35066,-2.2721,-0.00791804,0.0427556,181,5.50101e-06,1.19814e-06,6.64713e-05,0.0
880,159077,-0.0013,-10.0,-8.8,-10.6,-2.17673,-2.1075,-0.00650147,0.0269451,181,6.92808e-06,1.46145e-06,6.04804e-05,0.0
884,159801,-0.160033333333,-9.8,-8.5,-10.5,-2.09276,-2.07367,-0.00745406,0.0201856,181,3.68759e-06,6.55639e-07,3.64299e-05,0.0
888,160525,-0.001,-9.7,-9.2,-9.4,-2.30579,-2.24333,-0.0133613,0.0290468,181,5.78587e-06,1.17267e-06,5.62302e-05,0.0
892,161249,-0.0005,-9.9,-9.7,-10.9,-2.06085,-2.00616,-0.0079305,0.0213227,181,6.43478e-06,1.01128e-06,8.47657e-05,0.0
896,161973,-0.0129,-10.1,-9.3,-10.3,-1.98372,-1.9395,-0.00583971,0.0251713,181,2.71924e-06,4.90892e-07,2.57813e-05,0.0
900,162697,-0.270266666667,-9.5,-9.5,-8.2,-2.00328,-1.96809,-0.0100763,0.0280732,181,4.26536e-06,6.98734e-07,7.98991e-05,0.0
904,163421,-0.0009,-9.4,-9.4,-6.8,-1.93884,-1.89223,-0.019628,0.0251362,181,3.847e-06,6.9621e-07,4.0593e-05,0.0
908,164145,-0.0002,-9.6,-9.8,-12.4,-2.13832,-2.05684,-0.00563956,0.0268739,181,6.3667e-06,1.14206e-06,6.90735e-05,0.0
912,164869,-0.0012,-9.7,-10.6,-16.3,-2.41999,-2.32279,-0.0118023,0.0309242,181,7.38381e-06,1.41826e-06,0.000102752,0.0
916,165593,-0.2288,-10.0,-11.4,-16.2,-2.38787,-2.3108,-0.00811873,0.0255926,181,6.29218e-06,1.31088e-06,8.58534e-05,0.0
920,166317,-0.1018,-10.0,-10.9,-11.2,-2.1861,-2.14018,-0.0199978,0.0303536,181,2.78797e-06,6.27639e-07,2.84625e-05,0.0
924,167041,-0.002,-10.1,-11.4,-8.9,-2.28716,-2.21756,-0.0209553,0.0488837,181,2.23592e-06,4.77818e-07,2.38189e-05,0.0
928,167765,-0.0057,-10.2,-11.3,-12.6,-2.54908,-2.45894,-0.0114465,0.0439675,181,4.67311e-06,9.82751e-07,4.94991e-05,0.0
932,168489,-0.0011,-10.3,-12.1,-16.0,-2.55066,-2.44586,-0.00813005,0.0311083,181,6.81148e-06,1.3217e-06,8.9421e-05,0.0
936,169213,-0.0643,-10.9,-12.8,-19.7,-2.28122,-2.17347,-0.0103377,0.0337917,181,6.97904e-06,1.36103e-06,0.000117251,0.0
940,169937,-0.0695666666667,-11.2,-12.7,-15.9,-2.20085,-2.14189,-0.006328,0.0341043,181,5.49565e-06,1.10913e-06,5.81348e-05,0.0
944,170661,-0.291633333333,-12.0,-14.1,-17.5,-2.85678,-2.70676,-0.0276379,0.0651896,181,2.87244e-06,5.77571e-07,3.59542e-05,0.0
948,171385,-0.104033333333,-12.0,-14.7,-20.5,-2.68214,-2.60068,-0.0175749,0.0442959,181,4.06648e-06,8.56946e-07,4.65847e-05,0.0
952,172109,-0.0001,-12.5,-15.6,-15.1,-2.63199,-2.51963,-0.00948838,0.0372209,181,4.54411e-06,9.72663e-07,5.95401e-05,0.0
956,172833,-0.116166666667,-12.5,-15.0,-14.3,-2.22832,-2.15106,-0.0458249,0.0531184,181,2.42425e-06,4.90178e-07,2.62763e-05,0.0
960,173557,-0.0003,-12.1,-14.1,-7.9,-2.62091,-2.56712,-0.0289918,0.052316,181,3.76751e-06,8.09384e-07,3.45118e-05,0.0
964,174281,-0.0626666666667,-12.0,-12.9,-5.8,-2.20616,-2.17941,-0.0184535,0.0298482,181,4.2863e-06,8.50387e-07,8.4395e-05,0.0
968,175005,-0.174166666667,-11.9,-13.2,-5.4,-2.15555,-2.12429,-0.0147108,0.0329354,181,3.33321e-06,5.37541e-07,4.77566e-05,0.0
972,175729,-0.00296666666667,-12.2,-13.2,-7.9,-2.39998,-2.34721,-0.0105486,0.0386829,181,1.97347e-06,3.84006e-07,1.97367e-05,0.0
976,176453,-0.0078,-11.9,-13.1,-9.4,-2.32377,-2.27722,0.00142336,0.0260022,181,6.01729e-06,1.17749e-06,6.14718e-05,0.0
980,177177,-0.0510666666667,-11.9,-12.0,-9.3,-2.19624,-2.14313,-0.0245831,0.0382633,181,5.85453e-06,1.13766e-06,6.49861e-05,0.0
984,177901,-0.0227666666667,-12.0,-10.8,-8.4,-2.24999,-2.20953,-0.0122923,0.0341511,181,5.19929e-06,9.7122e-07,5.96403e-05,0.0
988,178625,-0.0011,-11.7,-10.9,-8.5,-2.3207,-2.2962,-0.00977731,0.0286839,181,4.54641e-06,8.04389e-07,6.01435e-05,0.0
992,179349,-0.0774666666667,-11.9,-9.6,-9.9,-2.5508,-2.49878,-0.0030737,0.0375542,181,5.24791e-06,1.13165e-06,6.18436e-05,0.0
996,180073,-0.486133333333,-12.5,-10.9,-18.2,-2.84545,-2.73207,-0.00772062,0.0620831,181,6.51576e-06,1.26635e-06,7.85846e-05,0.0
1000,180797,-0.0014,-12.4,-9.5,-14.4,-2.725,-2.64142,-0.0218315,0.038304,181,4.3111e-06,9.68412e-07,4.05142e-05,0.0
1004,181521,-0.0201333333333,-12.6,-9.7,-13.4,-2.86798,-2.80135,-0.0235976,0.052296,181,7.95041e-06,1.71237e-06,9.75759e-05,0.0
1008,182245,-0.0008,-12.9,-11.2,-16.1,-3.11611,-2.96835,-0.0184325,0.049734,181,4.25995e-06,9.90557e-07,5.2012e-05,0.0
1012,182969,-0.0024,-12.4,-11.2,-16.7,-2.35263,-2.28694,-0.0257034,0.0338035,181,4.4684e-06,9.30305e-07,4.35326e-05,0.0
1016,183693,-0.0686666666667,-12.7,-12.4,-14.2,-2.64331,-2.5219,-0.0301066,0.058226,181,7.26626e-06,1.57175e-06,6.49868e-05,0.0
1020,184417,-0.0002,-12.7,-12.4,-12.0,-2.39099,-2.32419,-0.0116574,0.0256731,181,4.95209e-06,1.11993e-06,5.02668e-05,0.0
1024,185141,-0.0154666666667,-12.9,-12.8,-13.4,-2.61478,-2.54363,-0.000729306,0.0363509,181,3.68348e-06,8.1128e-07,4.50841e-05,0.0
1028,185865,-0.0016,-12.6,-12.8,-11.4,-2.58477,-2.51335,-0.0248504,0.0506187,181,7.36617e-06,1.45496e-06,0.00011076,0.0
1032,186589,-0.001,-12.2,-12.6,-11.6,-2.28721,-2.25933,-0.00813924,0.0278454,181,4.51177e-06,9.73742e-07,3.77434e-05,0.0
1036,187313,-0.0544,-11.7,-12.8,-6.7,-1.9616,-1.93203,-0.00987292,0.0201032,181,3.20758e-06,6.61793e-07,5.51988e-05,0.0
1040,188037,-0.0246,-11.7,-12.4,-7.1,-2.17238,-2.12868,-0.00180379,0.022876,181,4.61214e-06,9.08346e-07,7.05345e-05,0.0
1044,188761,-0.0003,-10.8,-11.8,-8.2,-2.35105,-2.32164,-0.0108773,0.0256399,181,4.34852e-06,8.25379e-07,7.23503e-05,0.0
1048,189485,-0.233633333333,-10.7,-11.1,-9.0,-2.10792,-2.06426,-0.00625228,0.0244784,181,5.00065e-06,1.05775e-06,5.74929e-05,0.0
1052,190209,-0.00603333333333,-10.1,-11.0,-6.8,-2.25307,-2.20363,-0.0296103,0.037833,181,3.62552e-06,7.19301e-07,4.47402e-05,0.0
1056,190933,-0.001,-10.2,-9.6,-8.3,-2.461,-2.4379,-0.010472,0.0391107,181,4.81629e-06,1.16947e-06,4.5189e-05,0.0
1060,191657,-0.0007,-10.8,-10.4,-13.1,-2.55048,-2.45252,-0.00821059,0.0369704,181,4.96875e-06,1.11588e-06,6.29546e-05,0.0
1064,192381,-0.0042,-10.9,-10.0,-12.8,-2.68052,-2.60274,-0.0153475,0.0384452,181,5.43417e-06,1.26188e-06,5.76345e-05,0.0
1068,193105,-0.0416333333333,-11.0,-9.7,-13.2,-2.33572,-2.28144,-0.0249602,0.0379538,181,5.19662e-06,1.08489e-06,5.56893e-05,0.0
1072,193829,-0.0,-10.9,-9.6,-8.5,-1.97001,-1.9138,-0.0243209,0.0441125,181,3.84081e-06,6.73197e-07,6.82461e-05,0.0
1076,194553,-0.0004,-11.2,-9.7,-12.4,-2.44056,-2.33388,-0.0224016,0.046209,181,4.41666e-06,9.74734e-07,4.80544e-05,0.0
1080,195277,-0.0367,-11.4,-9.7,-13.4,-2.60354,-2.5327,-0.00627241,0.0282202,181,4.34234e-06,1.04606e-06,4.41036e-05,0.0
1084,196001,-0.00803333333333,-11.2,-9.7,-11.1,-2.28939,-2.24922,-0.0271437,0.0356952,181,4.49541e-06,9.95368e-07,3.78788e-05,0.0
1088,196725,-0.0009,-11.4,-10.1,-9.3,-2.45026,-2.38661,-0.012825,0.0523607,181,4.50896e-06,9.6876e-07,5.46763e-05,0.0
1092,197449,-0.0288666666667,-11.4,-10.6,-12.3,-2.59179,-2.49789,-0.0154923,0.0328721,181,5.08784e-06,1.26812e-06,5.4165e-05,0.0
1096,198173,-0.0002,-11.4,-12.2,-19.7,-2.61567,-2.47505,-0.0172298,0.042636,181,6.36423e-06,1.46776e-06,7.96138e-05,0.0
1100,198897,-0.0140666666667,-11.5,-12.0,-17.3,-2.18449,-2.12942,-0.00701821,0.0321251,181,4.73878e-06,1.01804e-06,4.48006e-05,0.0
1104,199621,-0.0029,-11.5,-12.2,-12.3,-2.1195,-2.07632,-0.0143811,0.0353849,181,5.01882e-06,1.08305e-06,4.96203e-05,0.0
1108,200345,-0.0621333333333,-10.5,-11.8,-5.8,-1.92978,-1.906,-0.0164343,0.0267605,181,4.82997e-06,1.07113e-06,4.27738e-05,0.0
1112,201069,-0.0392666666667,-11.0,-11.5,-9.4,-2.55637,-2.448,-0.0439081,0.0827836,181,1.76624e-06,4.40687e-07,1.96422e-05,0.0
1116,201793,-0.0002,-10.7,-11.9,-12.6,-2.73847,-2.64622,-0.0255151,0.0513501,181,3.50571e-06,8.94966e-07,3.82368e-05,0.0
1120,202517,-0.560633333333,-10.7,-11.9,-12.1,-2.17264,-2.1416,0.00466864,0.0336014,181,2.24437e-06,5.8107e-07,2.87184e-05,0.0
1124,203241,-0.001,-10.6,-12.3,-11.8,-2.10886,-2.01525,-0.024655,0.0543125,181,4.56287e-06,1.18353e-06,4.17249e-05,0.0
1128,203965,-0.0019,-10.8,-11.7,-12.4,-2.50071,-2.44986,-0.0225559,0.0498987,181,2.79092e-06,7.15234e-07,2.61606e-05,0.0
1132,204689,-0.0343333333333,-10.8,-11.9,-9.1,-2.77392,-2.71644,-0.0190979,0.033867,181,5.39758e-06,1.41396e-06,6.38798e-05,0.0
1136,205413,-0.0033,-10.9,-12.1,-10.1,-2.13882,-2.07733,-0.0334343,0.0470694,181,2.04123e-06,4.24176e-07,3.81035e-05,0.0
1140,206137,-0.001,-10.7,-11.5,-7.0,-1.97288,-1.92452,-0.0181924,0.0316572,181,3.78929e-06,8.51508e-07,3.25585e-05,0.0
1144,206861,-0.0366,-10.8,-10.2,-7.4,-2.32889,-2.28397,-0.0254005,0.0415696,181,5.23343e-06,1.30661e-06,6.21719e-05,0.0
1148,207585,-0.0007,-10.7,-9.5,-7.2,-2.28837,-2.24392,-0.00773281,0.0315644,181,3.68648e-06,8.11999e-07,4.83413e-05,0.0
1152,208309,-0.0004,-10.8,-9.3,-7.6,-2.04183,-2.0158,-0.0153378,0.0264769,181,3.29066e-06,7.47591e-07,4.21093e-05,0.0
1156,209033,-0.1637,-11.2,-10.3,-10.7,-2.5041,-2.42645,-0.0129088,0.050664,181,5.16849e-06,1.18305e-06,5.963e-05,0.0
1160,209757,-0.0026,-11.0,-11.0,-15.2,-2.68463,-2.58576,-0.0204812,0.0509831,181,5.06619e-06,1.08433e-06,6.52358e-05,0.0
1164,210481,-0.0582333333333,-11.4,-11.2,-17.0,-2.65399,-2.52981,-0.0239179,0.0403993,181,2.01746e-06,4.83233e-07,2.05492e-05,0.0
1168,211205,-0.0169,-11.4,-11.2,-15.5,-2.67349,-2.56637,-0.0336276,0.0398901,181,3.26061e-06,7.54668e-07,4.10512e-05,0.0
1172,211929,-0.0149,-11.4,-10.2,-12.2,-2.65574,-2.58976,-0.0407942,0.0628065,181,2.54164e-06,5.87415e-07,2.22837e-05,0.0
1176,212653,-0.6433,-11.2,-10.9,-10.2,-2.89211,-2.81547,-0.0152198,0.0458318,181,6.28356e-06,1.58744e-06,6.38298e-05,0.0
1180,213377,-0.0126666666667,-11.4,-10.9,-13.1,-2.52141,-2.44119,0.00131796,0.0394365,181,4.60166e-06,1.10443e-06,4.37649e-05,0.0
1184,214101,-0.464766666667,-11.8,-11.6,-14.9,-2.57611,-2.48526,-0.0241164,0.0486166,181,3.35302e-06,7.76112e-07,3.62275e-05,0.0
1188,214825,-0.0011,-11.5,-11.3,-11.9,-2.39329,-2.33271,-0.0212037,0.0403393,181,1.20457e-06,3.03744e-07,1.19331e-05,0.0
1192,215549,-0.0015,-11.6,-12.3,-12.3,-2.68576,-2.61499,-0.01994,0.0413219,181,3.85642e-06,9.51451e-07,3.92802e-05,0.0
1196,216273,-0.273566666667,-11.1,-12.5,-13.6,-2.49804,-2.44919,-0.00685929,0.0305557,181,6.14047e-06,1.45527e-06,4.99872e-05,0.0
1200,216997,-9.99999999999e-05,-11.2,-12.9,-10.7,-2.28215,-2.21971,-0.0149265,0.0340252,181,4.35817e-06,1.01365e-06,4.75718e-05,0.0
1204,217721,-0.102633333333,-11.6,-13.5,-14.7,-2.59947,-2.51143,-0.00223872,0.0313113,181,4.03935e-06,9.43168e-07,4.4947e-05,0.0
1208,218424,-0.0034,-11.9,-13.2,-14.8,-2.20563,-2.16588,-0.00306183,0.0181553,181,2.59121e-06,6.04729e-07,2.72134e-05,0.0
1212,219148,-0.0121,-11.9,-13.3,-12.7,-2.23501,-2.15391,-0.0157185,0.0379572,181,4.2152e-06,1.04053e-06,4.94634e-05,0.0
1216,219872,-0.240533333333,-11.5,-12.1,-9.4,-2.10155,-2.07309,-0.00677277,0.0201714,181,3.36221e-06,7.27388e-07,3.54781e-05,0.0
1220,220596,-0.0207333333333,-11.4,-11.9,-6.6,-2.42016,-2.38401,-0.0310244,0.0434976,181,1.99062e-06,5.16403e-07,2.01247e-05,0.0
1224,221320,-0.0548333333333,-11.2,-11.7,-5.6,-2.24449,-2.21173,-0.0195778,0.0342888,181,1.76231e-06,4.58114e-07,1.53727e-05,0.0
1228,222044,-0.0208,-10.9,-11.0,-5.6,-2.20727,-2.17667,-0.0158674,0.0347258,181,4.54234e-06,1.24263e-06,4.85932e-05,0.0
1232,222768,-0.0009,-10.7,-10.1,-5.6,-2.09511,-2.07565,-0.00665593,0.0247373,181,1.5084e-06,3.55511e-07,1.28812e-05,0.0
1236,223492,-0.0004,-11.0,-10.7,-10.1,-2.43791,-2.34246,-0.0218607,0.0459831,181,1.23381e-06,3.48157e-07,1.05072e-05,0.0
1240,224216,-0.180933333333,-11.6,-10.9,-15.9,-2.57603,-2.47464,-0.0030647,0.0394827,181,4.59069e-06,1.23669e-06,3.82453e-05,0.0
1244,224940,-0.1147,-11.8,-11.0,-16.2,-2.40021,-2.32571,-0.00995527,0.0276635,181,2.33545e-06,6.27208e-07,2.84654e-05,0.0
1248,225664,-0.0007,-11.7,-10.9,-12.5,-2.04562,-2.00655,-0.0102864,0.0256348,181,1.74631e-06,4.88742e-07,1.33892e-05,0.0
1252,226388,-0.006,-12.3,-10.8,-12.9,-2.34591,-2.25209,-0.015221,0.0420972,181,2.51438e-06,6.30618e-07,2.21697e-05,0.0
1256,227112,-0.220833333333,-12.2,-11.0,-14.7,-2.62371,-2.5451,-0.0167105,0.0492915,181,3.73558e-06,7.90762e-07,6.79338e-05,0.0
1260,227836,-0.0054,-11.7,-10.4,-10.3,-2.30596,-2.24645,-0.0180351,0.0459859,181,6.19842e-06,1.51048e-06,8.28233e-05,0.0
1264,228560,-0.0069,-11.8,-11.3,-13.9,-2.61504,-2.52233,0.0117961,0.0588904,181,6.50159e-06,1.71043e-06,7.20547e-05,0.0
1268,229284,-0.0416333333333,-11.6,-11.3,-11.2,-2.55074,-2.46846,-0.0200278,0.0400859,181,3.56501e-06,9.98008e-07,5.79575e-05,0.0
1272,230008,-0.0005,-11.7,-11.5,-10.6,-2.11582,-2.07413,-0.0176666,0.0301542,181,3.00617e-06,6.8986e-07,2.0572e-05,0.0
1276,230732,-0.0031,-11.4,-11.7,-7.4,-2.2829,-2.25704,-0.00310208,0.028498,181,3.68343e-06,8.79229e-07,3.33226e-05,0.0
1280,231456,-0.332033333333,-11.1,-11.8,-7.5,-2.48392,-2.4524,-0.011719,0.033591,181,3.33016e-06,7.67518e-07,2.6737e-05,0.0
1284,232180,-0.0170333333333,-10.9,-11.6,-6.6,-2.80385,-2.77976,-0.00549954,0.0330883,181,4.41167e-06,1.16893e-06,4.90976e-05,0.0
1288,232904,-0.00956666666667,-11.1,-11.2,-10.0,-2.42077,-2.36773,-0.012085,0.0385522,181,3.40571e-06,7.49281e-07,3.90719e-05,0.0
1292,233628,-0.0158,-10.7,-10.3,-9.0,-2.19139,-2.12216,-0.0310573,0.0478164,181,4.84221e-06,1.39565e-06,4.07141e-05,0.0
1296,234352,-0.0114333333333,-10.7,-10.4,-10.7,-2.51471,-2.43955,-0.0228185,0.0405992,181,2.34474e-06,6.41578e-07,2.21768e-05,0.0
1300,235076,-0.0016,-10.6,-9.7,-10.9,-2.34418,-2.30031,-0.0165936,0.036933,181,4.88425e-06,1.17699e-06,5.83522e-05,0.0
1304,235800,-0.001,-10.0,-9.3,-7.6,-2.13392,-2.09252,-0.028356,0.0433901,181,2.38228e-06,5.44987e-07,2.4991e-05,0.0
1308,236524,-0.0001,-10.2,-9.4,-8.1,-2.35009,-2.28114,-0.0194318,0.0373377,181,2.40705e-06,7.07961e-07,2.59333e-05,0.0
1312,237248,-0.0026,-10.0,-9.6,-10.6,-2.06079,-2.00303,-0.00957221,0.0257074,181,3.28009e-06,8.03786e-07,3.95107e-05,0.0
1316,237972,-0.124933333333,-10.7,-10.1,-14.7,-2.28594,-2.18761,-0.0164572,0.0399366,181,3.462e-06,7.71718e-07,3.42918e-05,0.0
1320,238696,-0.0015,-10.8,-10.1,-13.8,-2.22431,-2.17806,-0.0190605,0.030505,181,5.25814e-06,1.04967e-06,5.64916e-05,0.0
1324,239420,-0.001,-10.8,-10.0,-8.2,-2.01638,-1.98046,-0.00369345,0.0195682,181,3.0156e-06,6.39025e-07,2.88643e-05,0.0
1328,240144,-0.0002,-11.0,-10.4,-9.5,-2.47902,-2.42714,-0.0249444,0.0344282,181,4.67879e-06,1.0571e-06,3.8225e-05,0.0
1332,240868,-0.0011,-11.1,-10.3,-7.8,-2.09089,-2.05833,-0.00528328,0.019405,181,2.66939e-06,5.97689e-07,2.14472e-05,0.0
1336,241592,-0.0015,-11.1,-11.0,-11.9,-2.41429,-2.32392,-0.0205603,0.0527079,181,2.20196e-06,5.90013e-07,1.78823e-05,0.0
1340,242316,-0.0892333333333,-10.8,-11.2,-12.1,-2.72581,-2.64376,-0.0124804,0.048196,181,3.25263e-06,8.93698e-07,2.47622e-05,0.0
1344,243040,-0.257566666667,-10.6,-10.7,-12.5,-2.19738,-2.14749,-0.0144787,0.0308543,181,3.248e-06,7.08424e-07,3.36294e-05,0.0
1348,243764,-0.000766666666667,-10.8,-10.7,-11.1,-2.0701,-2.0126,-0.00605659,0.0314577,181,2.02728e-06,4.16095e-07,1.76056e-05,0.0
